audio,text
audio11.webm,"ⵎⴰ ⵖⵉⴷ ⵉⵍⵍⴰⵏ?"
audio12.webm,"ⵉⵏⵉ ⵉⵢⵢⵉ,ⵓⵔⵊⵊⵄ ⵢⴰⴽ ⵉⵙⴰⵡⵍ ⵍⵎⵓⵄⴰⵍⵍⵉⵎ ⴼ ⵉⵍⵍⵉⵙ ⵏ ⵍⵃⴰⵊ? ⵓⵀⵓⵓⵓ.ⴰⵎⵎⴰ ⵉⵍⵍⵉⵙ ⵏ ⴷⴷⴰ ⵄⴱⵍⵍⴰ ? ⵓⵍⴰ ⵏⵜⵜⴰⵜ ⵓⵀⵓ. ⴰⵎⵎⴰ ⵏⴽⴽⵉⵏ? ⵃⵜⵜⴰ ⴽⵎⵎⵉⵏ ⵓⵀⵓ.ⵎⴰ ⴼ ⴰⴱⴷⴷⴰ ⵜⵙⴰⵡⴰⵍⵎ ⵍⵍⵉⵖ ⴰⵔ ⴷⴰⵔⵙ ⵜⴷⴷⵓⵜ? ⵡⴰⴰⵍⵓ ⵖⴰⵔ ⴷⴷⵓⵔⵓⵙ. ⵎⴰⵏ ⴷⴷⵓⵔⵓⵙ, ⵎⴰⵃⵡ ⵍⵓⵎⵎⵉⵢⴰ? ⵓⵀⵓⵢ ⴰⵜⴰ, ⵍⴼⵉⵣⵉⴽ ⴷ ⵍⴽⵉⵎⵢⴰⴰ ⴷ ⵍⵎⴰⵜ ⴷ ⵍⵓⵏⴳⵍⵉ ⴷ ⵍⴼⵔⵓⵏⵙⵉ, ⴰⵛⴽⵓ ⵏⴻⴽⴽⵉ ⴰⴷⴷⵉ ⵜⵜⴰⵡⵉⵏ ⵍ ⴱⵔⵓⵎⵉⴰⵏ ⵖ ⵍⵇⵉⵙⵎ. ⵀⵉⵢⵢⴰ ⵃⵜⵜⴰ ⴽⵉⵢⵢⵉⵏ ⵔⴰ ⵜⴳⵜ ⴽⵔⴰ ⵍⵎⵄⵄⴰⵍⵍⵉⵎ ⵉⵖ ⵜⵎⵇⵇⵄⵔⵜ? ⵎⴰⴷ ⴰⵜⴰ ⵔⵉⵖ ⵜⴰⵎⵎⴰⵔⴰ ⵍⵎⵓⵄⴰⵍⵍⵉⵎ, ⵏⴽⴽⵉ ⵔⴰⴷ ⴳⵖ ⴽⵔⴰ ⵏ ⴷⴷⵓⴽⵜⵓⵔ ⵉⵖⴷ ⴽⵔⴰ ⵍⵎⵄⵀⴰⵏⴷⵉⵙ ⵉⵖⴷ ⴽⵔⴰ ⵍⵄⴰⵍⵉⵎ ⵍⴼⴰⴹⴰⴰ.ⵉⴼⵓⵍⴽⵉ! "
audio13.webm,"ⴰⵡⵉⴷ ⵖⵉⵏ ⵙⵉⵏ ⵉⴼⵓⵍⵍⵓⵙⵏ,ⴷ ⵍⵎⵔⵄⵣⵉⵢⵢⴰⵏⵙⵏ ⴷ ⴽⵉⵍⵓ ⵏ ⵜⴼⵉⵢⵢⵉ ⴷ ⵍⴱⵔⵇⵓⵇ. ⵀⵉⵢⵢⴰ ⵔⴰ ⵜⵙⴽⵔⵜ ⵙⵙⴰⴷⴰⵇⴰ ⴼ ⵓⴼⵇⵇⵉⵔ? ⵓⵀⵓ ⵙⵙⴰⴷⴰⵇⴰ ⴽⵉⵢⵢⵉ ⴰⴼ ⵔⴰ ⵙ ⵜⵙⴽⵔⵖ ⵉⵅ ⵜⵉⵏⵏⴰ ⵔⴱⴱⵉ.ⴰⴳⴳⵉⵎ ⵉⴳ ⵔⴱⴱⵉ ⵙⵍⴰⵎⵜ. ⵢⴰⵍⵍⴰⵀ. ⵀⵀⵀ ⵉⵏⵏⴰⵢⴰⴽ ⵙⵙⴰⴷⴰⵇⴰ, ⵎⴰⵅ ⵉⵍⵍⴰ ⵢⴰⴽⵯ ⵎⴰ ⵢⵓⴼⵏ ⵙⵙⴰⴷⴰⵇⴰ ⵉⵖ ⴰⴽ ⵙⵜⴰⵀⵍⵖ ⵉⵍⵍⵉⴽ ⵙⵜⴰⵀⵍⴽ ⵓⵍⴰ ⴽⵢⵢⵉ ⵜⵀⵏⵏⴰⵖ ⴳⵉⴽ? ⴰⵡⵔ ⵉⵎⵉⵍ ⵉⵙⴰⵀⵍⴷ ⵔⴱⴱⵉ ⵜⴰⵀⵍⵖ ⵙⵓⵍ ⵓⵍⴰ ⵏⴽⴽⵉ ⵓⵔⵜⵙⵙⵉⵏⵜ!"        
audio14.webm,"ⴰⵔ ⵜⵏ ⴼⵍⵍⴰⵖ ⵢⴰⵇⵔⴰ ⵙ ⵜⵛⵍⵀⵉⵜ ⴷ ⵜⵄⵔⴰⴱⵜ ⴷ ⵢⴰⵜ ⵜⵓⵜⵍⴰⵢⵜ ⵢⴰⴷⵏⵉⵏ ⵣⴷⴰⵔⵃ ⴰⴷⴰⵎ ⵉⵏⵉⵃ ⵓⵔⵙⵙⵏⵖ ⵜⵔⵡⴰⵙ ⵉⵢⵢⵉ ⵍⵄⵉⴱⵔⵉⵢⵢⴰ, ⴰⵄ ⴷⵉ ⵜⵜⴰⵙⵉ ⵃⵜⵜⴰ ⵢⴰⵜ ⵍⵅⴰⴱⵉⵜⴰ ⵜⴰⵇⴰⵡⵓⵙ ⴰⵔⴰⵖ ⵉⵜⵜⵉⵏⵉ ⴰⴳⴳⵉⵙ ⵏⵙⵔⵙ ⵓⴼⵓⵙⵏⵖ" 
audio15.webm,"ⵡⴰ ⵜⴰⵎⵖⴰⵔⵜ!ⵎⴰ ⵜⵙⴽⴰⵔⵜ?ⴰⴷⵔ ⵖⵓⴷⴰ ⵉⵇⵇⴰⵔ, ⵎⴰ ⴷ ⵙⴽⴰⵔⵖ? ⴰⵔ ⵜⵍⵍⵉⵖ ⵙ ⵎⴰ ⵖ ⵛⵜⵜⴰⵖ.ⴱⵉⵙⵎⵉⵍⵍⴰⵀⵉ ⵔⵔⴰⵃⵎⴰⵏⵉ ⵔⵔⴰⵃⵉⵎ!ⵛ ⴰⴳⴳⴰⵢⵢⵓ ⵏⵎ ⴰⵜⴰ,ⵜⵖⵍⵉⵜ ⴰⵔ ⵜⵛⵜⵜⴰⵜ ⵜⴳⴳⵉⵣⵜ ⴰⵔ ⵜⵛⵜⵜⴰⵜ! ⴰⵢ ⵉⴳ ⵔⴱⴱⵉ ⵍⴱⴰⵔⴰⴽⴰ ⵖ ⵍⴰⵍⵍⴰ ⵃⴰⵍⵉⵎⴰ ⵓⴽⴰⵏ! ⴰⵢ ⵉⴳ ⵔⴱⴱⵉ ⵍⴱⴰⵔⴰⴽⴰ ⵖ ⴱⴰⴱⴰ, ⵀⴰⵜⵉ ⴰⵢⴷⴰⵏⵙ ⴰⵢⴰⴷ ⵖ ⵜⵄⵉⵛⵜ!ⵉⵎⵎⴰ ⵍⴰⵍⵍⴰⵎ ⵃⵍⵉⵎⴰ ⵀⴰⵜⵉ ⵓⵔ ⴰⴼⵍⵍⴰⵙⵏ ⵜⵄⵔⴰⴳ. ⵙⴽⵔ ⵓⵍⵏⵎ ⵛⵡⵉⵢⵢⴰ ⵜⴼⵜⵓⵜ ⵙ ⵜⴳⵎⵎⵉⵏⵎ ⵜⴼⵜⴰⵖ ⵜⵜⵉⵙⴰⵄ. ⵎⵔⴰ ⵙⴽⵔⵖ ⵓⵍⵉⵏⵓ ⵉⴽⵓ ⵡⴰⵀⵍⵉ ⵎⴰⵏⴰⴳⵓ!"    
audio16.webm,"ⵡⴰⴽ ⵡⴰⴽ ⴰ ⵉⵏⵏⴰ! ⵉⵣⴷ ⵍⵍⵉ ⵖ ⴰⴷ ⵜⵜⴰⵙⵉⵖ ⴰⵔⵢⴰⵍⵏ ⵖⴰⴽⵓⴷⴰⵏ ⵅⴷⵎⵖ ⵖⴰⵙⵙⴰⵏ ⵜⵔⴰⵎ ⵉⵢⵢⵉ, ⵔⴰⵙⵙ ⴰⴷ ⵍⵍⵉⵖ ⴳⴰⵡⵔⵖ ⵜⴰⵇⴰⵄⵓⴷ ⵜⵉⵔⵉⵎ ⴰⴽ ⴽⵓⵍⵍⵓ ⴳⵉⵜⵉ ⵜⵥⵍⵎ? ⵉⵣⴷ ⵓⵔ ⵔⴰ ⵜⴼⴼⵓⵅⵜ? ⵓⵀⵓ ⵓⵔ ⵔⴰⵏⴼⴼⵓⵖ ⵓⵍⴰ ⵏⴽⴽⵉ, ⵢⴰⵍⵍⴰⵀ! ⵡⴰⴽ ⵡⴰⴽ ⵔⵣⵉⵖ ⴰⴽⴰⵢⵢⵓⵏⵙ!"
audio17.webm,"ⵉⵣ ⴷ ⵍⴰⵀⴰⵎ ⴰ ⵢⵍⵍⵉ ⴽⵓⵍⵍⵓ ⵎⴰⵏ ⵙⴽⵓⵜⵛ ⴷⵉ ⵜⴰⵡⵉⵜ ⴰⴱⵍⴰ ⵖⴰⵢⴰ? ⴳⴳⵯⵜⵏ ⴳⵉⵙ ⵔⵛⵓⵎ! ⵎⴰⵅ ⵎⴰ ⵜ ⵢⴰⵖⵏ? ⵡⵡⴰⴷ ⴰⵏ ⵓⴼⵉⵖ ⴷⴰⵔ ⵓⵄⵜⵜⴰⵔ ⴰⵡⵉⵅⵜⵉⴷ, ⵡⵡⴰⴷ ⵏⵉⵜ ⵉⴼⵓⵍⴽⵉ ⵀⴰ, ⵉⵙⵙⵓⵙⵎ!ⵡⵡⴰⴷ ⴰⵢⴳⴰⵏ ⵡⵉⵏ ⵜⴼⵇⵇⵉⵔⵉⵏ. ⵀⴰ?. ⵡⵉⵏ ⵜⴼⵔⵅⵉⵏ ⵡⵉⵏ ⵜⴼⵔⵅⵉⵏ."
audio18.webm,"ⴰⵛⵜ ⴰⵛⵜ ⴰⵛⵜ ⴰⵛⵜ ⴰⵛⵜ,ⵄⵏⵙⵉⵎ ⴳⵉⵖ ⴰⴱⵍⴰ ⵔⴱⴱⵉ ⵉⵙ ⵜⵉⵎⵍⵙⵉⵜ ⴰⴷ ⴰⵙ ⵔⴰ ⵜⴼⵜⵓⵜ ⵙ ⵙⴽⵉⵍⴰ?ⵉⵣⴷ ⵓⵔ ⴰ ⵙⵙⵓⵍ ⵜⵃⵛⵛⴰⵎⵜ? ⵀⴰⵜⵉ ⵏⴽⴽⵉ ⵍⴰⴼⴰⴽ ⴰⵖ ⴰⵇⵔⴰⵖ ⴷ ⵢⴰⵜ ⴰⵔ ⵙⵏⴰⵜ ⵜⵉⵎⵍⵙⴰ ⵢⴰⴷ ⴰⴷ ⴷⴰⵔⵉ ⵉⵍⵍⴰⵏ ⴷ ⴱⴰⴱⴰ ⴰⵢⵢⵉ ⵜⵏ ⵉⵙⵖⴰⵏ! ⴰⵡⴰ ⴰⴽⵎ ⵉⵏⵄⵍ ⵔⴱⴱⵉ ⴽⵎⵎⵉ ⵄⵍⴰ ⴱⵓ ⵙⵏⵙⵍⵍⴰⵀ ⴰⵏ ⵍⵍⵉ ⵉⴳⴰⵏ ⴱⴰⴱⴰⵎ."
audio19.webm,"ⴱⴰⴱⴰⵏⵓ, ⵏⴽⴽⵉ ⵓⵍⵍⴰⵀ ⵉⵖⵉⵢⵢⵉ ⴷⵓⵔ ⵜⵉⵡⵉⵜ ⵉⵣⵉⵎⵔ ⴰ ⵉⵎⵇⵇⵓⵔ ⴷⵡⵔⵏⵜ ⵉⵙⴽⵉⵡⵉⵏⵙ ⵄⴰⵡⴷ ⴷⵡⵔⵏ ⴰⵎⴽ ⵔⴰⴷ ⴷⵣⵔⵉⵖ ⵍⵄⵉⴷ ⵖ ⵜⴳⵎⵎⵉ ⴰⴷ! ⵄⵍⵍⴰⵍ ⵉⵏⵓ, ⵓⵍⴰ ⵏⴽⴽⵉ ⵀⴰⵏ ⵓⵍⵍⴰⵀ ⵉⵖⵉⵢⵉ ⴷ ⵓⵔ ⵜⵉⵡⵉⵜ ⵉⴽⵔⵓ ⵍⵍⵉ ⵉⵜⵜⴰⴼⵏ ⵜⵓⵅⵙⵉⵏ ⵏ ⵓⴽⴼⴰⵢ ⴰⴱⵍⴰ ⵉⵖ ⵍⵙⵉⵖ ⵜⴰⵊⵍⵍⴰⴱⵉⵜ ⵉⵏⵓ ⴼⵜⵓⵖ ⴷⴰⵔ ⴳⵎⴰ. ⵡ ⵉⵏⵏⴰⵏⵓ ⵡⴰ ⵉⵍⵍⵉⵏⵓ, ⵀⴰⵏ ⵓⵔ ⵉⵍⵍⵉ ⵍⴰ ⵉⴽⵔⵓ ⵍⴰ ⵍⵎⵄⵣⵉ ⵍⴰ ⵍⵖⵏⵎⵉ!, ⵡⴰⵍⵓ! ⵎⴰⴷ ⵉⵣ ⵉⵍⵍⴰⵏ? ⵉⵍⵍⴰ ⵏⴽⴽⵉ, ⵖⵔⵙⴰⵜ ⵉⵢⵢⵉ ⵜⵀⵏⵏⴰⵎ ⴳⵉⵜⵉ ⵜⵛⵡⵓⵎ ⵉⵢⵢⵉ !"     
audio20.webm,"ⵜⵉⴼⵙⵙⵉ ⵀⴰⵏ ⵓⵔ ⵜⴼⵓⵍⴽⵉ, ⵏⴽⴽⵉ ⵀⴰⵜⵉ ⴼⵔⵃⴰⵖ ⵙⵉⵎ ⵍⵍⵉⴳ ⴷ ⴷⴰⵔⵉ ⵜⵓⵛⴽⵉⵜ, ⴰⴷ ⵉⵢⵢⵉ ⵜⴽⵙⵜ ⵜⴰⵖⵓⴼⵉ!"
audio21.webm,"ⵉⵏⵏⴰ ⵡⴰ ⵉⵏⵏⴰ, ⵎⴰⵅ ⵏⴽⴽⵉ ⵍⵉⵖⵏ ⵖ ⴼⵔⴰⵏⵙⴰ? ⴷ ⵎⴰⵅ ⴰ ⵊⴷⴷⴰ ⴱⴰⴱⴰ ⵉⵜⴰⵀⵍ ⵜⴰⵔⵓⵎⵉⵜ? ⵄⵔⴰⴽ ⵜⵙⵏⵎ ⴱⵄⴷⴰ ⵎⴰⴷⴷⴰ ⵜⵛⴰⵜⴰⵔⵖ.ⵀⵀⵀ ⵎⴰⴷⴷⴰ ⵜⵛⴰⵜⴰⵢⵖ ⴰ ⵊⴷⴷⴰ ⵎⴰⴷⴷⴰ ⵜⵛⴰⵜⴰⵢⵖ."
audio22.webm,"ⵎⵏⵀⴰ ⴰⴷ ⵏⵉⵜ ⴰⵡⵙⵖ ⵉ ⴱⴰⴱⴰⵎ ⵀⴰⵜⵉ ⵙⵏⵖ ⵉ ⵙⵙⵓⴳⴰⵏ. ⵎⴰⵅ ⴷⴰⵔⵎ ⵍ ⵒⵒⵉⵔⵎⵉ?ⵡⴰⵀⵍⵉⵉ ⵎⵏⵛⴽ ⴰⵢⴰ ⵉⵙ ⵉⵇⵔⴱ ⴰ ⵉⴽⵎⵍ.ⴰⵡⴰ ⵙⴼ ⴰⵛⴽⵉⴷ ⴰⵡⵙ ⵉ ⴱⴰⴱⴰ, ⵉⴳⵍⵍⵉⵏ ⵀⴰⵜⵉ ⵢⵓⵃⵍ ⵓⴽⴰⵏ ⵙⵓⵍ ⵖⴰⵔ ⵖ ⵍⵒⵍⴰⵢⴽ.ⴱⴰⴱⴰⵎ ⵀⴰⵜⵉ ⴰⵙ ⵏⵏⴰ ⵢⵙⵏ ⵢⴰⴰⵜ ⵍⴱⵍⴰⴽⴰ ⵔⴰ ⵉⴳ ⴱⵉⵅⵉⵔ ⵖ ⵜⵓⴷⵔⵜ ⵏⵙ. ⵎⴰⵙⵜ ⵉⴳⴰⵏ?ⵜⵉⵏ ⵍⵄⴷⵓⵍ."
audio23.webm,"ⵀⴰⵔⵀⴰⵔⵉⵜ ⵀⴰⵔⵀⴰⵔⵉⵜ, ⵀⴰⴷ ⴰⵄⵜⵜⴰⵔ ⵢⵓⵛⴽⴰ ⴷ. ⵉⵡⴰ ⵖⵓⵡⴰⴷ ⴰⵢⴳⴰⵏ ⴰⵄⵜⵜⴰⵔ ⵎⴰⵛⵉ ⵣⵓⴷ ⴰⵛⵉⴱⴰⵏ ⵍⵍⵉ ⵙⵜⵜⵉⵏ ⵉⴽⴽⴰⵏ. ⴰⵢⵀⴰⵢⵢⴰ ⵡⴽⴰⵏ ⴰⵢⵀⴰⵢⵢⴰ ,ⴰⵢⵀⴰⵢⵢⴰ ⵡ ⴰⵢⵀⴰⵢⵢⴰ ."
audio24.webm,"ⵍⴰⵃⴰⵡⵍⴰ ⵡⴰⵍⴰ ⵇⵄⵡⵡⴰⵜⴰ ⵉⵍⵍⴰ ⴱⵉⵍⵍⴰⵀ, ⵉⵡⴰ ⵎⴰⵢⴳⴰ ⵖⴰⵢⴰⴷ ⵖⵉⵍⴰ. ⵀⴰⵏ ⵖⵓⵡⵡⵉ ⴷ ⴱⴱⵉⵏⵉⵏ ⴼⵍⵍⴰⵖ ⵜⵉⴼⴰⵡⵜ ⵙⵓⵍ ⵎⵔⴰ ⴽⴰ ⵓⵔ ⵙⴽⵔⵖ ⴷ ⵜⴼⵔⵅⵉⵏ ⴰⴷ ⴷⵉⵙⵏⵜ ⵙⴽⵔⵖ ⵍⴰⵢⵠ. ⴷⴰⵍⴰⵍ.. ⵀⴰⵢⵢⵉⵏ ⴰ ⵊⴷⴷⴰ.ⵎⴰ ⴽⵎ ⵢⴰⵖⵏ? ⵉⵙ ⵉⴼⵜⴰ ⴱⴰⴱⴰⵎ ⴰⴷ ⵢⴰⵡⵉ ⵛⵎⵄ ⴰ ⵜⴰ ?ⵉⴼⵜⴰ. ⵉⵙⵙⵏⵜ ⴰ ⵊⴷⴷⴰ ⵍⵄⵉⵎⴰⵔⴰ ⴽⵓⵍⵍⵓⵜ ⵉⵍⵍⴰ ⴳⵉⵙ ⵜⵉⵍⵍⴰⵙ. ⵎⴰⵅ ⵀⴰⵜⵉ ⵏⵏⴰⵏ ⵔⴰ ⴷ ⵙⵓⵔⵔⵉⵏ ⵜⵉⴼⴰⵡⵜ ⵢⴰⵏ ⵉⵎⵉⴽ. ⵎⴰⵏⴰⴳⵓ? ⵡⴰⵀ ⵣⵖ ⵙⴱⴰⵀ? ⵎⴰⵏⴰⴳⵓ ⵔⴰ ⵙ ⵜⵉ ⴷ ⵔⴰⵔⵏ? ⴼⴽⵉⵢⵢⵉⴷ ⴼⴽⵉⵢⵢⵉⴷ, ⴽⴼⵉⵢⵢⵉⴷ ⵜⴰⵙⵏⴷⵓⵇⵜ ⴰⵏ."
common_voice_zgh_40957121.mp3,ⵜⴰⵎⵖⴰⵔⵜ ⵍⴰ ⵜⴻⵜⵜ ⴰⵖⵔⵓⵎ.
common_voice_zgh_40957124.mp3,ⵎⴰ ⵢⴰⵖⵏ ⴰⵢⵢⵉⵙ ⵉⵏⵓ?
common_voice_zgh_40370775.mp3,ⴰⵔ ⴱⴰⵀⵔⴰ ⵉⵜⵜⵎⵔⴰⴳ ⵙⴰⵎⵉ.
common_voice_zgh_40370776.mp3,ⵛⵡⵡⵕ.
common_voice_zgh_40370778.mp3,ⵜⴰⴱⴱⵓⵏⵉⵣⵜ ⵖ ⴱⵓⵜⵜⴳⵔⴰ.
common_voice_zgh_40170598.mp3,ⵇⵇⴰⴷ ⵇⵇⵉⵎⵖ ⴷⴳ ⵜⴳⵎⵎⵉ ⵡⴰⵅⵅⴰ ⵉⵍⵍⴰ ⵓⵏⵥⴰⵕ ⵜⵉⵡⵛⵛⴰ.
common_voice_zgh_40170599.mp3,ⵎⴰⵏⵉ ⵖ ⵜ ⵓⴼⴰⵏ?
common_voice_zgh_40170600.mp3,ⵓⵔ ⵉⵔⵉ ⵜⵓⵎ ⴰⴷ ⵢⵓⵔⴰⵔ ⴰⴳⵓⵍⴼ ⴰⴽⴷ ⴱⴰⴱⴰⵙ ⵏ ⵎⴰⵔⵉ.
common_voice_zgh_40170601.mp3,ⵎⵥⵥⵉⵏ ⵉⴹⴰⵕⵏ ⵉⵏⵓ ⴼ ⵡⵉⵏⵏⴽ.
common_voice_zgh_38250784.mp3,ⵊⵊ ⵉⵢⵉ ⴰⴽⵉⴷⵎ ⵎⵓⵏⵖ.
common_voice_zgh_38250785.mp3,ⵉⵙⵏⴼⵍ ⵜⵓⴷⵔⵜ ⵏⵏⴽ.
common_voice_zgh_38250786.mp3,ⵓⵙⵔⵖ ⴽ.
common_voice_zgh_38250787.mp3,ⵜⴰⵣⵔⴰⵡⵜ ⴰⴷ ⵉⵇⵇⴰⵏ ⵜⵜ ⵉⴷ ⵙⵓⵍ ⵓⴱⴰⵍⴱⴱⴰ ⴳⴳⵓⵜⵏ.
common_voice_zgh_38250788.mp3,ⵉⵙ ⴷ ⵉⵙⵡⴰ ⴰⴽⴽⵯ ⵟⵓⵎ ⴰⵏⵣⵉⵔ?
common_voice_zgh_40043045.mp3,"ⵎⵟⵟⵓ ⵏⵖ ⴷ ⵍⵄⴼⵉⵜ, ⵜⵓⴼ ⵍⵄⴼⵉⵜ"
common_voice_zgh_40043046.mp3,ⴰⴷ ⵏⵔⴰⵔ ⵙ ⵜⵙⵔⴷⵓⵏⵜ
common_voice_zgh_40043047.mp3,ⴰⵡⴰⵍ ⴰⵣⴷⴷⴰⴳ ⵓⵔ ⵙⴰⵔ ⵉⴼⴼⵖ ⵓⵍ
common_voice_zgh_40043048.mp3,ⵎⴰⵎⴽ ⵉⴳⴰ ⵓⴽⵍⵓ ⵏ ⵡⴰⵣⵣⴰⵔ ⵏⵏⴽ?
common_voice_zgh_40043049.mp3,ⴰⵔ ⵉⴹⵙⵙⴰ ⵜⴰⴹⵙⴰ ⵏ ⵡⵓⵅⵙⴰⵙ ⵉⵣⵍⴼⵏ
common_voice_zgh_40038131.mp3,ⴰⵡⴰⵍ ⵓⵔ ⴰⵖ ⵜ ⵉⴷ ⵉⵏⵏⵉ.
common_voice_zgh_40038132.mp3,"ⵉⵇⵇⵙ ⵉⵖⵉⵔⴷⵎ, ⵢⴰⵡⵉ ⵉⴳⵍⴳⵉⵣ ⴰⴱⴰⵍⵍⴰⵙ."
common_voice_zgh_40038133.mp3,ⴰⵎⴰⵡⴰⵍ ⵏ ⵜⵊⵢⵓⴳⵔⴰⴼⵉⵜ
common_voice_zgh_40038134.mp3,ⵏⵙⵙⵏ ⴰⵢⵜ ⵜⵡⴰⵛⵓⵍⵜ ⵏⵏⵙ.
common_voice_zgh_40038138.mp3,"ⵎⵇⵇⴰⵔ ⵉⵖⵣⵣⵉⴼ, ⵉⵏⵜⵍ ⵓⴱⵔⵉⴷ ⵙ ⵓⵎⴷⵍⵓ."
common_voice_zgh_37855756.mp3,ⵎⵎⴰⵖⵖ ⴷ ⵣⵉⵔⵉ.
common_voice_zgh_37855757.mp3,ⵓⵔ ⴰⴽⴽⵯ ⴷⴰⵔⵙ ⵍⵍⵉⵏ ⵉⵛⵏⴳⴰ.
common_voice_zgh_37855758.mp3,ⵉⵙⴳⴳⵯⴰⵙⵏ ⵃⴷⴰⵏⵉⵏ ⴰⵢⴰⴷ ⵉⵣⵔⵉⵏ.
common_voice_zgh_37855759.mp3,ⵓⵔ ⵜⴼⵓⵍⴽⵉ ⵓⵔ ⵜⵅⵛⵉⵏ.
common_voice_zgh_37855760.mp3,ⵀⴰⵜⵉ ⴰⵔ ⵓⴽⴰⵏ ⵜⴻⵜⵜⵇⵇⵍ.
common_voice_zgh_40065367.mp3,ⵉⵙⵙⵏⵙ ⵜⵓⵎ ⵜⵉⵎⵙⵙⵉ.
common_voice_zgh_40065368.mp3,ⵔⴰⴷ ⴷ ⵉⵙⵖ ⵜⴰⴳⵯⵎⴰⵔⵜ?
common_voice_zgh_40065547.mp3,"ⵙⵡⵉⵖ ⴰⵜⴰⵢ ⴰⵎⵔ ⵙⵙⴽⴽⵯⴰⵕ, ⴰⵛⴽⵓ ⵔⵉⵖ ⴰⴷ ⵍⵓⵃⵖ ⵢⴰⵏ ⵉⵎⵉⴽ ⴳ ⵓⵙⵜⴰⵍ."
common_voice_zgh_40065549.mp3,"ⵓⵔ ⵜⴰ ⴷ-ⵉⴼⴼⵉⵖ ⴰⵣⴳⴳⵯⴰⵔ, ⵉⵔⴰ ⴰⴷ ⵉⵙⵎⵓⵜⵜⵔ ⵡⴰⵔⵉ"
common_voice_zgh_40065552.mp3,"ⵡⴰⵏⵏⴰ ⵢⵓⵜ ⵓⴼⵓⵙ ⵏⵏⵙ, ⴰⴷ ⵓⵔ ⵢⴰⵍⵍⴰ."
common_voice_zgh_40065554.mp3,ⵓⵔ ⴷⴰⵔⵉ ⴽⵔⴰ ⵡⴰⵏⵙⴰ.
common_voice_zgh_40071306.mp3,ⴷⴷⵓⵢⴰⵜ ⵙ ⵜⴰⴷⴷⴰⵔⵜ ⵖⵉⴽⴽⴰ.
common_voice_zgh_40071307.mp3,ⵎⴰⵏⵉ ⵙ ⵔⴰⴷ ⵜⴷⴷⵓ?
common_voice_zgh_40071308.mp3,ⵔⵓⵅ ⵉ ⵙⵖⵉⵖ ⵎⴰⵏ ⴰⵢⴰ.
common_voice_zgh_40071314.mp3,ⴰⵔ ⴱⴷⴷⴰ ⵜⵜⵥⴰⵍⵍⴰⵏ ⵉⵏⵙⵍⵎⵏ ⵙ ⵍⵇⵇⴱⵍⵜ.
common_voice_zgh_40071315.mp3,ⴰⴹⵓⵢⴰⵜ ⵙ ⵉⵙⵇⵇⵉⵎⵏ ⵏⵏⵓⵏ.
common_voice_zgh_40382432.mp3,ⵉⵎⵎⵓⵜ ⵜⵓⵎ ⵓⵔ ⵜⴰ ⴷ ⵉⵍⵓⵍ ⵉⵡⵉⵙ.
common_voice_zgh_40039456.mp3,ⵇⵇⵉⵎⵖ ⴳ ⵜⴰⴷⴷⴰⵔⵜ ⴰⵛⴽⵓ ⵓⴹⵏⵖ.
common_voice_zgh_40039457.mp3,ⵉⵙ ⴰⵡⴰ ⵜⵙⵙⵏⴷ ⵎⵏⵛⴽ ⵏ ⵉⴱⵔⵣⴷⵓⵖⵏ ⴰⴷ ⵜⵚⴽⴽⴰ ⵎⴰⵔⵉⴽⴰⵏ ⴳ ⴱⵓⵙⵜⵏ?
common_voice_zgh_40039458.mp3,ⵢⵓⵖⴰⵍ ⴷ ⵙ ⵜⵥⵓⵕⵉ.
common_voice_zgh_40039459.mp3,ⵉⵜⵜⵡⴰⴳⴷⴰⵍ ⵓⴽⵛⵛⵓⵎ ⵙ ⵓⴼⵜⴰⵙ.
common_voice_zgh_40039460.mp3,"ⵡⵉ ⵉⴱⵖⴰⵏ ⴰⴷ ⵉⵜⵛ ⴰⴱⵖⵔⵉⵔ, ⵉⵔⵥ ⵜⵉⵎⵍⵍⴰⵍⵉⵏ"
common_voice_zgh_40039466.mp3,ⵏⵟⵟⴰⴼ ⴰⵏⴰⵙⵉⵡ ⵏ ⵜⵎⴰⵣⵉⵖⵜ ⴳ ⵉⵙⴰⵡⴰⵍⵏ ⵏⵏⵖ.
common_voice_zgh_40039467.mp3,ⴰⵡⵉ ⵜⵜ ⴳ ⵜⵎⵓⵎⵉ ⵏⵏⴽ.
common_voice_zgh_40039468.mp3,"ⵜⴰⵏⵎⵎⵉⵔⵜ, ⵏⴽⴽ ⵉⵙ ⴰⵔ ⴽⴰ ⵜⵜⴰⵏⵏⴰⵢⵖ."
common_voice_zgh_40039469.mp3,ⵓⵔ ⵙⵙⴼⵍⴷⵖ ⵉ ⵎⴰ ⵜⵏⵏⵉⴷ.
common_voice_zgh_40039471.mp3,ⴰⵔ ⴱⴰⵀⵔⴰ ⵜⵙⵙⵉⴳⵓⵜⴻⵜ ⴽⵎⵎⵉ ⵖ ⵜⵓⵔⴷⴰ.
common_voice_zgh_40043055.mp3,ⵍⴽⵣⴷⴰⴱⴱⴰⵜ.
common_voice_zgh_40043056.mp3,ⵓⵔ ⵙⵇⵇⵙⵉⵖ ⵛⴰ ⵖⴼ ⵜⵎⵓⵔⵜ ⵏ ⵍⵇⴱⴰⵢⵍ.
